car_company,variant,car_age,km_driven,fuel_type,seller_type,transmission_type,num_of_ownership,mileage,engine,max_power,num_of_seats,selling_price
Hyundai,Grand i10 Sportz,4,23456,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5,550000
Toyota,Others,2,43000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,8,1925000
Mahindra,XUV500 W10 2WD,6,39000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7,1225000
Honda,Others,4,15000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5,700000
Maruti,Swift Dzire VDI,8,40000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,530000
Kia,Others,1,5000,Diesel,Dealer,Automatic,First Owner,17.8,1493,113.4,5,1900000
Maruti,Others,4,70000,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,5,844999
Skoda,Others,5,99000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,5,650000
Maruti,Others,3,15000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,750000
Honda,Others,6,30000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5,610000
Chevrolet,Beat LT,11,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,150000
Maruti,Swift Dzire VXI,7,40000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,475000
Mahindra,Others,13,136500,Diesel,Individual,Manual,Fourth Owner,12.7,2609,120.0,8,375000
Mahindra,Others,5,70000,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,6,425000
Honda,City i DTEC VX,6,90000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,5,800000
Maruti,Others,3,8000,Petrol,Individual,Automatic,Second Owner,20.51,998,67.0,5,509999
Toyota,Others,6,170000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,387000
Maruti,Alto 800 VXI,7,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,235000
Maruti,Swift Vdi BSIII,11,110000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5,340000
Mahindra,XUV500 W6 2WD,5,100000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,1000000
Ford,Others,12,115000,Diesel,Individual,Manual,Second Owner,13.8,1399,68.0,5,160000
Mahindra,Others,13,120000,Diesel,Individual,Manual,Fourth Owner,12.7,2609,120.0,8,365000
Maruti,Swift Vdi BSIII,13,90000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,260000
Honda,Others,3,40000,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5,860000
Hyundai,Others,13,55000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5,114999
Maruti,Alto LXi,14,90000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,100000
Volkswagen,Others,7,111000,Diesel,Individual,Manual,First Owner,20.34,1498,103.2,5,565000
Mahindra,Others,8,120000,Diesel,Individual,Manual,Second Owner,11.68,2498,112.0,7,450000
Maruti,Others,4,15000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,625000
Maruti,Alto 800 VXI,5,30000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,280000
Maruti,Alto K10 VXI,4,50000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,330000
Hyundai,Others,6,40000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,1300000
Tata,Others,13,50000,Petrol,Individual,Manual,Second Owner,15.3,1396,70.0,5,65000
Tata,Tiago 1.2 Revotron XZ,3,45000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5,480000
Tata,Others,5,35000,Diesel,Individual,Manual,Second Owner,27.28,1047,69.0,5,400000
Tata,Others,12,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7,500000
Mahindra,Others,9,120000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,7,320000
Mahindra,XUV500 W8 2WD,7,90000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,750000
Mahindra,Bolero Power Plus SLE,4,100000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,620000
Maruti,Swift Dzire ZDi,10,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,300000
Hyundai,Others,3,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5,1405000
Maruti,Alto 800 LX,4,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,282000
Maruti,Swift Dzire AMT VXI,4,15000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5,700000
Ford,Figo Aspire 1.5 TDCi Titanium,4,70000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,700000
Ford,EcoSport 1.5 TDCi Titanium BSIV,6,135000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,600000
Skoda,Others,9,80000,Diesel,Individual,Manual,Second Owner,20.5,1598,103.5,5,290000
Chevrolet,Cruze LTZ AT,10,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,4,430000
Hyundai,i20 1.2 Magna Executive,4,19000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,575000
Hyundai,Others,4,42000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,875000
Maruti,Wagon R LXI BSIII,11,77000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,180000
Maruti,Ritz VDi,9,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,229999
Toyota,Others,2,10000,Petrol,Individual,Automatic,First Owner,19.56,1197,81.8,5,800000
Chevrolet,Others,12,110000,Petrol,Individual,Manual,Third Owner,16.5,995,63.0,5,60000
Maruti,Others,12,110000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,5,150000
Tata,Others,14,90000,Diesel,Individual,Manual,Third Owner,23.57,1396,70.0,5,100000
Hyundai,Others,6,90000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,900000
Hyundai,i20 1.4 Asta Option,3,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,850000
Chevrolet,Beat Diesel LT,7,50000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,5,220000
Maruti,Alto 800 LXI,7,40000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,250000
Tata,Others,9,120000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,5,125000
Hyundai,Others,3,27000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5,1200000
Tata,Indigo CR4,8,100000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5,250000
Hyundai,i20 Sportz 1.4 CRDi,7,70000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,440000
Tata,Tiago 1.2 Revotron XT,4,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,400000
Hyundai,Others,3,10000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5,1000000
Honda,City i DTEC VX,7,160000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5,600000
Hyundai,i20 1.2 Asta,11,60000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5,250000
Mahindra,Others,12,110000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7,310000
Maruti,Wagon R VXI,16,60000,Petrol,Individual,Manual,Fourth Owner,18.9,998,67.1,5,120000
Mahindra,Others,7,78000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,7,390000
Hyundai,Others,2,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,458000
Ford,EcoSport 1.5 Diesel Titanium BSIV,3,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,950000
Maruti,Others,4,21000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,650000
Maruti,Others,8,70000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,400000
Hyundai,Grand i10 AT Asta,6,70000,Petrol,Individual,Automatic,Second Owner,18.9,1197,82.0,5,400000
Maruti,Alto LX,15,42500,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,100000
Hyundai,Others,9,25000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,350000
Tata,Others,8,80000,Diesel,Individual,Manual,Second Owner,13.7,2197,138.1,7,450000
Mahindra,Others,15,90000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,8,350000
Volkswagen,Others,11,80000,Diesel,Individual,Manual,Fourth Owner,22.07,1199,73.9,5,250000
Mahindra,Bolero 2011-2019 ZLX,8,146000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,450000
Maruti,800 AC BSIII,8,47200,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,157000
Mahindra,Others,3,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7,1500000
Mahindra,Others,3,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7,1500000
Tata,Others,14,100000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5,75000
Chevrolet,Others,11,100000,Diesel,Individual,Manual,Second Owner,14.8,2499,80.0,10,280000
Hyundai,i20 Magna 1.2,6,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,600000
Tata,Others,9,120000,Diesel,Individual,Manual,Fourth Owner,15.3,2956,83.8,7,250999
Toyota,Others,11,80000,Petrol,Individual,Manual,Second Owner,12.5,1794,132.0,5,350000
Renault,KWID 1.0 RXT Optional,5,34000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,300000
Renault,Others,4,50000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,819999
Tata,Others,11,100000,Diesel,Individual,Manual,Second Owner,19.61,1405,70.0,5,409999
Hyundai,Others,13,52000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5,275000
Maruti,Ertiga VDI,8,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,497000
Hyundai,i20 Asta 1.2,6,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,500000
Mahindra,Others,15,120000,Diesel,Individual,Manual,Second Owner,14.0,2523,83.0,7,170000
Ford,Others,5,68609,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5,515000
Ford,Others,3,33360,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5,925000
Mahindra,Others,2,5000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,7,1460000
Tata,Nexon 1.5 Revotorq XZ Plus,4,35000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,830000
Ford,EcoSport 1.5 Diesel Titanium BSIV,2,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,975000
Ford,Others,3,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5,620000
Nissan,Others,2,14317,Petrol,Dealer,Manual,First Owner,14.23,1498,104.55,5,860000
Datsun,GO T Option BSIV,3,5000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,5,430000
Honda,Others,2,5000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5,1227000
Honda,City i VTEC V,4,28000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,860000
Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,3,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,950000
Ford,Figo Diesel Titanium,9,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.05,5,225000
Chevrolet,Others,10,99500,Diesel,Individual,Manual,Third Owner,11.5,1991,147.9,7,500000
Ford,Figo 1.5D Trend MT,4,62960,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5,500000
MG Hector,Others,2,16500,Petrol,Dealer,Automatic,First Owner,13.96,1451,141.0,5,1700000
Maruti,Ertiga VDI,7,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,545000
Maruti,Swift VDI,10,72000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,400000
Maruti,Swift Dzire LDI,3,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,650000
Hyundai,Others,13,55000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5,114999
Maruti,Others,6,60000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,562000
Jaguar,XE 2016-2019 2.0L Diesel Prestige,4,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,2711000
Tata,Safari Storme EX,6,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
Toyota,Camry 2.5 Hybrid,5,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
Maruti,Wagon R LXI,8,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,225000
Maruti,Baleno Alpha 1.3,3,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,740000
Honda,Jazz VX,5,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,8,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,750000
Maruti,Swift AMT VVT VXI,2,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,650000
Toyota,Etios VX,4,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,625000
Maruti,Swift AMT ZXI,3,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,600000
Hyundai,Grand i10 1.2 CRDi Sportz,4,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,450000
Honda,Amaze V CVT Petrol BSIV,2,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,779000
Skoda,Rapid 1.6 MPI AT Elegance,5,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,645000
Volvo,V40 D3 R-Design,3,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,2475000
Jaguar,XE 2016-2019 2.0L Diesel Prestige,4,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,2711000
Tata,Safari Storme EX,6,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
Toyota,Camry 2.5 Hybrid,5,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
Maruti,Wagon R LXI,8,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,225000
Maruti,Baleno Alpha 1.3,3,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,740000
Honda,Jazz VX,5,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,8,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,750000
Maruti,Swift AMT VVT VXI,2,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,650000
Toyota,Etios VX,4,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,625000
Maruti,Swift AMT ZXI,3,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,600000
Hyundai,Grand i10 1.2 CRDi Sportz,4,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,450000
Honda,Amaze V CVT Petrol BSIV,2,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,779000
Skoda,Rapid 1.6 MPI AT Elegance,5,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,645000
Volvo,V40 D3 R-Design,3,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,2475000
Jaguar,XE 2016-2019 2.0L Diesel Prestige,4,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,2711000
Tata,Safari Storme EX,6,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
Toyota,Camry 2.5 Hybrid,5,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
Maruti,Wagon R LXI,8,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,225000
Maruti,Baleno Alpha 1.3,3,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,740000
Honda,Jazz VX,5,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,8,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,750000
Maruti,Swift AMT VVT VXI,2,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,650000
Toyota,Etios VX,4,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,625000
Maruti,Swift AMT ZXI,3,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,600000
Hyundai,Grand i10 1.2 CRDi Sportz,4,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,450000
Honda,Amaze V CVT Petrol BSIV,2,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,779000
Skoda,Rapid 1.6 MPI AT Elegance,5,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,645000
Volvo,V40 D3 R-Design,3,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,2475000
Ford,Others,6,80000,Diesel,Individual,Manual,First Owner,25.01,1498,89.75,5,590000
Hyundai,Xcent 1.1 CRDi S,5,120000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5,350000
Maruti,Others,4,30000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5,484999
Tata,Indica Vista TDI LS,6,110000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,5,240000
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,13,219000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,500000
Maruti,Alto 800 LXI,4,80000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,300000
Maruti,Others,5,80000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,750000
Maruti,Swift Dzire VXI,5,35000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5,574000
Tata,Others,8,167000,Diesel,Individual,Manual,First Owner,22.3,1248,88.8,5,200000
Hyundai,Creta 1.6 CRDi SX Option,5,94000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,1100000
Hyundai,Santro Xing GL Plus,9,80000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5,350000
Ford,Others,16,90000,Petrol,Individual,Manual,Second Owner,13.8,1299,70.0,5,120000
Maruti,Others,2,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,500000
Tata,Indigo CS LS (TDI) BS-III,5,90000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,5,370000
Tata,Others,2,5200,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,5,600000
Maruti,Others,15,120000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,100000
Maruti,Swift VDI,8,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,409999
Honda,Others,5,50000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.3,5,750000
Hyundai,Others,4,5000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,600000
Mahindra,Others,3,10500,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6,550000
Renault,Duster 110PS Diesel RxZ,3,26000,Diesel,Individual,Manual,First Owner,19.6,1461,108.45,5,950000
Mahindra,Others,7,139000,Diesel,Individual,Automatic,First Owner,11.79,2179,120.0,8,645000
Mahindra,XUV500 W8 2WD,7,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,750000
Mercedes-Benz,Others,15,40000,Petrol,Individual,Manual,First Owner,11.7,1796,178.0,5,650000
Ford,Others,6,25000,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5,800000
Toyota,Others,11,60000,Petrol,Individual,Manual,Second Owner,14.53,1798,138.0,5,350000
Ford,Others,6,25000,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5,700000
Maruti,Others,10,15000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5,335000
Maruti,Swift Dzire LDi,9,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,270000
Maruti,Swift Dzire ZDi,11,100000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,320000
Hyundai,Others,14,120000,Petrol,Individual,Manual,First Owner,17.8,1086,63.0,5,120000
Audi,Others,11,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781,163.2,5,730000
Maruti,Others,14,120000,Petrol,Individual,Manual,Third Owner,15.0,1586,104.68,5,125000
Maruti,Others,14,35000,Petrol,Individual,Manual,First Owner,18.2,1061,64.0,5,150000
Maruti,Alto 800 LXI,3,13000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,310000
Maruti,Swift Dzire VDI,6,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,625000
Hyundai,i10 Magna,9,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,267000
Hyundai,Others,5,25000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,600000
Maruti,Eeco 7 Seater Standard BSIV,10,110000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,7,180000
Toyota,Others,2,5000,Petrol,Individual,Manual,First Owner,23.87,1197,88.5,5,700000
Maruti,800 AC,8,50000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,121000
Hyundai,Grand i10 Asta,7,80000,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0,5,350000
Toyota,Innova 2.5 G (Diesel) 8 Seater,9,225000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,8,869999
Jaguar,XE 2016-2019 2.0L Diesel Prestige,4,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,2711000
Tata,Safari Storme EX,6,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
Toyota,Camry 2.5 Hybrid,5,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
Maruti,Wagon R LXI,8,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,225000
Maruti,Baleno Alpha 1.3,3,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,740000
Honda,Jazz VX,5,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,8,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,750000
Maruti,Swift AMT VVT VXI,2,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,650000
Toyota,Etios VX,4,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,625000
Maruti,Swift AMT ZXI,3,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,600000
Hyundai,Grand i10 1.2 CRDi Sportz,4,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,450000
Honda,Amaze V CVT Petrol BSIV,2,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,779000
Skoda,Rapid 1.6 MPI AT Elegance,5,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,645000
Volvo,V40 D3 R-Design,3,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,2475000
Maruti,Others,13,100000,Petrol,Individual,Manual,Third Owner,17.3,1061,64.0,5,80000
Hyundai,Others,13,93331,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,120000
Mahindra,Scorpio M2DI,9,120000,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,5,370000
Nissan,Others,6,70000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5,750000
Mahindra,Others,6,100000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,484999
Hyundai,Others,15,90000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,5,120000
Honda,City i VTEC V,4,28000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,860000
Maruti,Swift Dzire LDI,3,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,650000
Maruti,Ertiga ZDI,7,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7,650000
Hyundai,Verna 1.4 CRDi,5,40000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5,710000
Ford,Others,4,113000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,430000
Maruti,Swift Vdi BSIII,10,188000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,305000
Ford,Figo Diesel Titanium,10,100000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,220000
Tata,Others,11,225000,Diesel,Individual,Manual,Third Owner,14.0,1948,90.0,9,150000
Mahindra,TUV 300 mHAWK100 T8,4,67000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,660000
Chevrolet,Others,10,70000,Diesel,Individual,Manual,Fourth Owner,25.44,936,57.6,5,140000
Toyota,Others,6,50000,Petrol,Individual,Manual,First Owner,14.28,1798,138.03,5,1100000
Jaguar,Others,8,60000,Diesel,Individual,Automatic,First Owner,16.36,2179,187.7,5,2450000
Volkswagen,Others,4,34000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,5,625000
Honda,Others,17,110000,Petrol,Individual,Manual,Third Owner,12.8,1493,100.0,5,198000
Maruti,Wagon R LXI,16,140000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,130000
Honda,Others,9,100000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,540000
Hyundai,Others,4,10000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,550000
Maruti,Celerio ZXI Optional,3,30000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5,475000
Maruti,Ritz VDi,11,120000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5,217000
Maruti,Others,2,6500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5,750000
Maruti,Others,11,80000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,8,350000
Mahindra,Others,13,100000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,7,400000
Toyota,Others,6,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5,570000
Hyundai,EON Era Plus,9,120000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,180000
Skoda,Others,15,150000,Diesel,Individual,Manual,Third Owner,18.7,1896,66.0,5,280000
Tata,Indigo LS,16,120000,Diesel,Individual,Manual,Fourth Owner,16.1,1405,70.0,5,90000
Tata,Others,3,63000,Diesel,Individual,Manual,First Owner,15.3,2956,83.83,7,700000
Mercedes-Benz,Others,5,40000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136.0,5,1850000
Ford,Others,6,109000,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5,685000
Maruti,Others,6,114000,Diesel,Dealer,Manual,First Owner,25.2,1248,73.94,5,565000
Skoda,Others,4,33000,Petrol,Dealer,Automatic,Second Owner,14.7,1798,177.5,5,1600000
Hyundai,Others,7,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120,70.0,5,395000
Hyundai,i20 Sportz 1.4 CRDi,8,101000,Diesel,Dealer,Manual,First Owner,21.9,1396,88.76,5,425000
Hyundai,Others,5,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995,183.0,5,1950000
Renault,Others,3,31000,Petrol,Dealer,Automatic,First Owner,24.04,999,67.0,5,535000
Renault,KWID 1.0 RXT Optional,3,31000,Petrol,Dealer,Manual,First Owner,23.01,999,67.0,5,500000
